fiscal_year,fiscal_year_start,triage_level,ctas_urgency_score,visit_disposition,main_problem,admission_status,ed_visits,median_los_minutes,median_los_hours,admission_flag
2009-2010,2009,Non-urgent,3,Admitted,Unintentional Falls,Admitted,183,290,4.83,1
2009-2010,2009,Unknown,3,Admitted,Unintentional Falls,Admitted,126,354,5.9,1
2009-2010,2009,CTAS III - Urgent,3,Death,Acute Myocardial Infarction,Not Admitted,28,230,3.83,0
2009-2010,2009,Less urgent,3,Death,Acute Myocardial Infarction,Not Admitted,6,26,0.43,0
2009-2010,2009,Non-urgent,3,Death,Acute Myocardial Infarction,Not Admitted,18,36,0.6,0
2009-2010,2009,Unknown,3,Death,Acute Myocardial Infarction,Not Admitted,8,28,0.47,0
2009-2010,2009,CTAS III - Urgent,3,Death,Any,Not Admitted,341,286,4.77,0
2009-2010,2009,Less urgent,3,Death,Any,Not Admitted,71,70,1.17,0
2009-2010,2009,Non-urgent,3,Death,Any,Not Admitted,124,33,0.55,0
2009-2010,2009,Unknown,3,Death,Any,Not Admitted,72,27,0.45,0
2009-2010,2009,CTAS III - Urgent,3,Death,Asthma,Not Admitted,0,0,0.0,0
2009-2010,2009,Less urgent,3,Death,Asthma,Not Admitted,0,38,0.63,0
2009-2010,2009,Non-urgent,3,Death,Asthma,Not Admitted,0,0,0.0,0
2009-2010,2009,Unknown,3,Death,Asthma,Not Admitted,0,0,0.0,0
2009-2010,2009,CTAS III - Urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2009-2010,2009,Less urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2009-2010,2009,Non-urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2009-2010,2009,Unknown,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2009-2010,2009,CTAS III - Urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,130,2.17,0
2009-2010,2009,Less urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2009-2010,2009,Non-urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,134,2.23,0
2009-2010,2009,Unknown,3,Death,Motor Vehicle Collisions,Not Admitted,0,109,1.82,0
2009-2010,2009,CTAS III - Urgent,3,Death,Pneumonia,Not Admitted,12,318,5.3,0
2009-2010,2009,Less urgent,3,Death,Pneumonia,Not Admitted,0,0,0.0,0
2009-2010,2009,Non-urgent,3,Death,Pneumonia,Not Admitted,0,88,1.47,0
2009-2010,2009,Unknown,3,Death,Pneumonia,Not Admitted,0,0,0.0,0
2009-2010,2009,CTAS III - Urgent,3,Death,Trauma,Not Admitted,30,272,4.53,0
2009-2010,2009,Less urgent,3,Death,Trauma,Not Admitted,0,69,1.15,0
2009-2010,2009,Non-urgent,3,Death,Trauma,Not Admitted,9,55,0.92,0
2009-2010,2009,Unknown,3,Death,Trauma,Not Admitted,5,181,3.02,0
2009-2010,2009,CTAS III - Urgent,3,Death,Unintentional Falls,Not Admitted,25,330,5.5,0
2009-2010,2009,Less urgent,3,Death,Unintentional Falls,Not Admitted,0,54,0.9,0
2009-2010,2009,Non-urgent,3,Death,Unintentional Falls,Not Admitted,0,55,0.92,0
2009-2010,2009,Unknown,3,Death,Unintentional Falls,Not Admitted,0,312,5.2,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,156,350,5.83,0
2009-2010,2009,Less urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,28,224,3.73,0
2009-2010,2009,Non-urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,10,144,2.4,0
2009-2010,2009,Unknown,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,7,133,2.22,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Any,Not Admitted,1885706,180,3.0,0
2009-2010,2009,Less urgent,3,Discharged Home,Any,Not Admitted,2033802,110,1.83,0
2009-2010,2009,Non-urgent,3,Discharged Home,Any,Not Admitted,382947,75,1.25,0
2009-2010,2009,Unknown,3,Discharged Home,Any,Not Admitted,32360,68,1.13,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Asthma,Not Admitted,25191,160,2.67,0
2009-2010,2009,Less urgent,3,Discharged Home,Asthma,Not Admitted,13405,108,1.8,0
2009-2010,2009,Non-urgent,3,Discharged Home,Asthma,Not Admitted,1637,77,1.28,0
2009-2010,2009,Unknown,3,Discharged Home,Asthma,Not Admitted,249,73,1.22,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,3227,147,2.45,0
2009-2010,2009,Less urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,2694,111,1.85,0
2009-2010,2009,Non-urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,274,82,1.37,0
2009-2010,2009,Unknown,3,Discharged Home,Influenzal Pneumonia,Not Admitted,108,78,1.3,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,42100,154,2.57,0
2009-2010,2009,Less urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,39873,125,2.08,0
2009-2010,2009,Non-urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,2756,102,1.7,0
2009-2010,2009,Unknown,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,272,103,1.72,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Pneumonia,Not Admitted,29254,195,3.25,0
2009-2010,2009,Less urgent,3,Discharged Home,Pneumonia,Not Admitted,17941,134,2.23,0
2009-2010,2009,Non-urgent,3,Discharged Home,Pneumonia,Not Admitted,1516,93,1.55,0
2009-2010,2009,Unknown,3,Discharged Home,Pneumonia,Not Admitted,199,102,1.7,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Trauma,Not Admitted,372030,143,2.38,0
2009-2010,2009,Less urgent,3,Discharged Home,Trauma,Not Admitted,649205,115,1.92,0
2009-2010,2009,Non-urgent,3,Discharged Home,Trauma,Not Admitted,62674,92,1.53,0
2009-2010,2009,Unknown,3,Discharged Home,Trauma,Not Admitted,3836,84,1.4,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Unintentional Falls,Not Admitted,129607,162,2.7,0
2009-2010,2009,Less urgent,3,Discharged Home,Unintentional Falls,Not Admitted,178581,125,2.08,0
2009-2010,2009,Non-urgent,3,Discharged Home,Unintentional Falls,Not Admitted,12423,101,1.68,0
2009-2010,2009,Unknown,3,Discharged Home,Unintentional Falls,Not Admitted,817,94,1.57,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,8,172,2.87,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,252,4.2,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Any,Not Admitted,7882,221,3.68,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Any,Not Admitted,3816,148,2.47,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Any,Not Admitted,990,68,1.13,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Any,Not Admitted,95,77,1.28,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,18,170,2.83,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,293,4.88,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0,0.0,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0,0.0,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,232,3.87,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,380,6.33,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,95,194,3.23,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,64,126,2.1,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,15,76,1.27,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,0,57,0.95,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,43,273,4.55,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,11,290,4.83,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0,0.0,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0,0.0,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,1604,172,2.87,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,1112,135,2.25,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,207,88,1.47,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Trauma,Not Admitted,29,67,1.12,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,465,200,3.33,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,317,139,2.32,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,41,86,1.43,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,7,67,1.12,0
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,24,314,5.23,0
